SAGDP2N Gross domestic product (GDP) by state 1/,,,,
SAGDP2N Gross domestic product (GDP) by state 1/,,,,
State or DC,,,,
GeoFips,GeoName,LineCode,Description,2020
0,United States *,1,All industry total,21060474.0
0,United States *,2,  Private industries,18360184.0
0,United States *,3,"    Agriculture, forestry, fishing and hunting",162214.0
0,United States *,4,      Farms,120732.0
0,United States *,5,"      Forestry, fishing, and related activities",41482.0
0,United States *,6,"    Mining, quarrying, and oil and gas extraction",201061.0
0,United States *,7,      Oil and gas extraction,110943.0
0,United States *,8,      Mining (except oil and gas),56579.0
0,United States *,9,      Support activities for mining,33540.0
0,United States *,10,    Utilities,337950.0
0,United States *,11,    Construction,894371.0
0,United States *,12,    Manufacturing,2241756.0
0,United States *,13,      Durable goods manufacturing,1273912.0
0,United States *,14,        Wood product manufacturing,44416.0
0,United States *,15,        Nonmetallic mineral product manufacturing,66118.0
0,United States *,16,        Primary metal manufacturing,56464.0
0,United States *,17,        Fabricated metal product manufacturing,150568.0
0,United States *,18,        Machinery manufacturing,160727.0
0,United States *,19,        Computer and electronic product manufacturing,316547.0
0,United States *,20,"        Electrical equipment, appliance, and component manufacturing",61429.0
0,United States *,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",143898.0
0,United States *,22,        Other transportation equipment manufacturing,148926.0
0,United States *,23,        Furniture and related product manufacturing,31283.0
0,United States *,24,        Miscellaneous manufacturing,93537.0
0,United States *,25,      Nondurable goods manufacturing,967844.0
0,United States *,26,        Food and beverage and tobacco product manufacturing,303491.0
0,United States *,27,        Textile mills and textile product mills,16409.0
0,United States *,28,"        Apparel, leather, and allied product manufacturing",7261.0
0,United States *,29,        Paper manufacturing,61754.0
0,United States *,30,        Printing and related support activities,36032.0
0,United States *,31,        Petroleum and coal products manufacturing,62675.0
0,United States *,32,        Chemical manufacturing,400504.0
0,United States *,33,        Plastics and rubber products manufacturing,79719.0
0,United States *,34,    Wholesale trade,1264946.0
0,United States *,35,    Retail trade,1205134.0
0,United States *,36,    Transportation and warehousing,588340.0
0,United States *,37,      Air transportation,60442.0
0,United States *,38,      Rail transportation,39789.0
0,United States *,39,      Water transportation,11240.0
0,United States *,40,      Truck transportation,169568.0
0,United States *,41,      Transit and ground passenger transportation,40355.0
0,United States *,42,      Pipeline transportation,41836.0
0,United States *,43,      Other transportation and support activities,142414.0
0,United States *,44,      Warehousing and storage,82697.0
0,United States *,45,    Information,1171769.0
0,United States *,46,      Publishing industries (except Internet),341930.0
0,United States *,47,      Motion picture and sound recording industries,73773.0
0,United States *,48,      Broadcasting (except Internet) and telecommunications,469871.0
